address,city,floor,id,latitude,longitude,price,rooms,sq,year
Ursus ul. Posag 7 Panien,Warszawa,1.0,9480.0,52.2059446,20.8852777,409000.0,3.0,49.5,2021.0
Targówek,Warszawa,1.0,18275.0,52.2751918,21.0580854,580000.0,4.0,60.0,1980.0
Nowa Huta Osiedle Spółdzielcze,Kraków,2.0,22847.0,50.0777259,20.0272257,265000.0,2.0,32.6,1968.0
Podgórze Płaszów Lipska,Kraków,1.0,23005.0,50.0454593,20.0002025,448810.0,3.0,48.52,2021.0
Prądnik Czerwony Młyńska-Boczna,Kraków,4.0,28319.0,50.08311550000001,19.9737526,350000.0,2.0,37.0,1960.0
Mokotów ul. Domaniewska 34B,Warszawa,7.0,9197.0,52.1839266,21.008725,721600.0,2.0,47.62,2022.0
Śródmieście Powiśle al. 3 Maja,Warszawa,5.0,17086.0,52.2346393,21.0355145,744000.0,2.0,59.59,1931.0
Zwierzyniec Salwator Kasztelańska,Kraków,1.0,21540.0,50.0574103,19.9133138,451375.0,1.0,28.75,2021.0
Mokotów,Warszawa,1.0,14065.0,52.19398740000001,21.0457809,620000.0,2.0,38.6,2020.0
Nowa Huta Czyżyny,Kraków,2.0,30094.0,50.0816349,20.016490706002106,388080.0,2.0,39.6,2022.0
Śródmieście Śródmieście Południowe,Warszawa,5.0,11109.0,52.2222528,21.0156995,2400000.0,5.0,144.0,1912.0
Dębniki Kliny-Zacisze Spacerowa,Kraków,0.0,26309.0,50.0050868,19.8770531,433862.0,3.0,58.63,2020.0
Śródmieście ul. Franciszkańska,Warszawa,2.0,11894.0,52.2525583,21.0041604,1230000.0,2.0,59.0,2008.0
Bielany,Warszawa,0.0,7375.0,52.2776126,20.9472054,518700.0,2.0,39.9,2022.0
Podgórze Fredry,Kraków,2.0,28477.0,50.027406600000006,19.94132055000001,410000.0,2.0,34.6,2020.0
Praga-Południe,Warszawa,1.0,12301.0,52.2373961,21.0712578,590016.0,3.0,52.68,2021.0
Dębniki Ruczaj,Kraków,3.0,25108.0,50.0230156,19.9083637,850000.0,4.0,102.0,2005.0
Ochota ul. Mołdawska,Warszawa,4.0,6764.0,52.1999952,20.979546600000006,680000.0,1.0,36.84,2018.0
Prądnik Biały Górka Narodowa Stefana Banacha,Kraków,2.0,20465.0,50.1015333,19.9640995,462181.28,3.0,59.82,2021.0
Prądnik Czerwony Młyńska Boczna,Kraków,0.0,29617.0,50.0453141,19.9246883,362100.0,2.0,37.0,1978.0
Żoliborz ul. Kaliny Jędrusik,Warszawa,0.0,12323.0,52.2571792,20.962994100000003,915000.0,3.0,61.19,2015.0
Wola Ożarowska,Warszawa,4.0,14693.0,52.2465852,20.9546547,429000.0,1.0,31.0,1951.0
Mokotów,Warszawa,6.0,12933.0,52.19398740000001,21.0457809,585000.0,3.0,42.94,1970.0
Bieżanów-Prokocim Erazma Jerzmanowskiego,Kraków,1.0,23861.0,50.0096842,20.0092457,590000.0,4.0,56.42,2015.0
Mokotów,Warszawa,0.0,17204.0,52.19398740000001,21.0457809,500000.0,3.0,56.3,1975.0
Śródmieście,Warszawa,2.0,7351.0,52.2328098,21.019067,899000.0,3.0,87.0,2000.0
Mokotów,Warszawa,2.0,13259.0,52.19398740000001,21.0457809,575000.0,2.0,44.61,1912.0
Wola,Warszawa,10.0,10067.0,52.2362379,20.9547815,619000.0,4.0,54.0,2020.0
Podgórze ul. Stanisława Klimeckiego,Kraków,5.0,24853.0,50.04922420000001,19.9703793,569000.0,3.0,54.36,2021.0
Mokotów Parkowa,Warszawa,2.0,10254.0,51.1754685,18.393681,3800000.0,3.0,136.0,2010.0
Dębniki Ruczaj dr. Jana Piltza,Kraków,2.0,26927.0,50.0076191,19.8888826,569000.0,3.0,50.7,2020.0
Nowa Huta Czyżyny ul. Woźniców,Kraków,0.0,26133.0,50.0469432,19.99715343583669,706800.0,4.0,74.4,2022.0
Bieżanów-Prokocim Wielicka 179,Kraków,1.0,27908.0,50.0102971,20.00857,400411.0,2.0,44.99,2021.0
Ochota,Warszawa,3.0,8785.0,52.212225,20.9726299,1210000.0,4.0,80.8,2015.0
Śródmieście ul. Tytusa Chałubińskiego,Warszawa,4.0,9884.0,52.2253388,21.0035694,769000.0,2.0,46.1,1966.0
Białołęka,Warszawa,4.0,11942.0,52.3196649,21.0211773,632899.0,4.0,72.29,2022.0
Prądnik Biały Henryka Pachońskiego,Kraków,4.0,22397.0,50.0949773,19.920405494289955,478000.0,3.0,50.9,2021.0
Grzegórzki Grzegórzecka,Kraków,4.0,20581.0,50.0587885,19.9500605,419106.0,1.0,30.37,2020.0
Ursynów Kłobucka,Warszawa,1.0,11041.0,52.1599734,20.990916185264226,775000.0,3.0,67.4,2019.0
Wola Juliana Konstantego Ordona,Warszawa,0.0,6787.0,52.2247928,20.9525803,486831.0,2.0,42.96,2021.0
Żoliborz,Warszawa,1.0,8352.0,52.26759439999999,20.9796975,580000.0,2.0,39.5,1955.0
Ursynów Nowoursynowska,Warszawa,5.0,14960.0,52.16658235,21.04068566034108,997000.0,3.0,79.0,2008.0
Podgórze Duchackie ul. Walerego Sławka,Kraków,3.0,24770.0,50.0242313,19.959569,539000.0,3.0,57.1,2021.0
Ursynów,Warszawa,0.0,16873.0,52.141039,21.0323214,510000.0,2.0,44.0,1980.0
Stare Miasto Naramowice ul. Karpia,Poznań,0.0,4921.0,52.44491070000001,16.949034899999994,477653.65,3.0,66.35,2020.0
Podgórze Duchackie ul. Walerego Sławka,Kraków,0.0,24746.0,50.0242313,19.959569,449000.0,2.0,47.09,2021.0
Grunwald Górczyn,Poznań,3.0,3760.0,52.3851547,16.880016,365000.0,2.0,46.91,2020.0
Mistrzejowice,Kraków,5.0,20248.0,50.09742625,20.00960263225891,380000.0,2.0,36.0,2020.0
Targówek,Warszawa,2.0,11393.0,52.2751918,21.0580854,430000.0,3.0,49.3,1975.0
Nowe Miasto Polanka 2,Poznań,1.0,4728.0,52.39975875,16.954659974486166,365256.0,2.0,41.04,2020.0
Podgórze Płaszów,Kraków,1.0,22882.0,50.03453270000001,19.9754459,760000.0,5.0,79.6,2015.0
Prądnik Czerwony ul. Promienistych,Kraków,1.0,18494.0,50.0858369,19.9714303,629942.0,4.0,70.78,2021.0
Wola Pańska,Warszawa,10.0,14071.0,52.230245,20.9872991,483000.0,2.0,37.2,1968.0
Praga-Południe Saska Kępa,Warszawa,1.0,15371.0,52.23280325,21.054660077101246,899000.0,3.0,82.0,1980.0
Podgórze Kazimierza Siemienowicza,Kraków,2.0,27360.0,50.0380294,19.99559564674397,428832.0,2.0,44.67,2023.0
Podgórze Zabłocie,Kraków,4.0,22426.0,50.0478769,19.961368688357496,649000.0,3.0,61.11,2021.0
wielkopolskie,Poznań,2.0,4281.0,52.4006632,16.919732591780882,406458.0,3.0,53.67,2020.0
Krowodrza ul. Obopólna,Kraków,3.0,21191.0,50.0721983,19.9064101,585000.0,2.0,53.95,1960.0
Bemowo,Warszawa,6.0,15189.0,52.2389738,20.913288100000006,549000.0,3.0,63.67,1980.0
Stare Miasto Naramowice ul. Karpia 27,Poznań,2.0,1122.0,52.44458210000001,16.95660163720169,471303.8,3.0,72.62,2020.0
Mokotów Sadyba Nałęczowska,Warszawa,2.0,7987.0,52.1753544,21.0624219,685420.0,3.0,65.93,2022.0
Wilda Dębiec,Poznań,3.0,1594.0,52.3711081,16.916370699999998,299000.0,2.0,48.0,1970.0
Bieżanów-Prokocim Bieżanów Henryka i Karola Czeczów,Kraków,1.0,19869.0,50.0205864,20.0569504,333660.3,3.0,63.0,2022.0
Stare Miasto Naramowice,Poznań,1.0,1279.0,52.44964889999999,16.9494082,289636.0,2.0,38.11,2022.0
Prądnik Czerwony Dobrego Pasterza,Kraków,5.0,22330.0,50.0878647,19.9683977,649000.0,2.0,55.21,2020.0
Mistrzejowice ul. Piasta Kołodzieja,Kraków,2.0,23321.0,50.0986433,20.0132206,497420.0,4.0,65.45,2022.0
Prądnik Biały Stefana Banacha,Kraków,5.0,20762.0,50.1015333,19.9640995,968688.0,4.0,104.16,2021.0
Śródmieście Stare Miasto,Warszawa,3.0,7522.0,52.2328098,21.019067,1700000.0,3.0,127.0,1956.0
Bieżanów-Prokocim Wielicka 179,Kraków,1.0,27912.0,50.0102971,20.00857,435744.0,2.0,48.96,2021.0
Zwierzyniec Jesionowa,Kraków,2.0,24672.0,50.067974,19.8748544,1254555.0,4.0,92.93,2020.0
Grunwald Górczyn Jakuba Krauthofera,Poznań,1.0,4885.0,52.386959,16.890867471542784,449400.0,2.0,61.52,2021.0
Dębniki Skotniki ul. Aleksandra Zelwerowicza,Kraków,0.0,27799.0,50.0179578,19.8790929,630000.0,4.0,75.0,2022.0
Białołęka ul. Leona Berensona,Warszawa,1.0,8308.0,52.3246245,21.0547602,319000.0,2.0,41.0,2020.0
Prądnik Biały,Kraków,0.0,27635.0,50.1035684,19.953603106301202,442000.0,3.0,48.5,1990.0
Bielany Chomiczówka Brązownicza,Warszawa,5.0,16633.0,52.2319581,21.0067249,529000.0,2.0,47.0,1983.0
Praga-Północ Aleja Tysiąclecia,Warszawa,4.0,12410.0,52.2542308,21.0528516,375000.0,3.0,47.0,2022.0
Grzegórzki Dąbie,Kraków,3.0,28587.0,50.0587985,19.9758208,495000.0,3.0,50.0,1964.0
Grunwald,Poznań,3.0,1782.0,52.404212,16.882542,510840.0,2.0,59.4,1905.0
Wzgórza Krzesławickie ul.Gustawa Morcinka,Kraków,0.0,26736.0,50.1047809,20.0362743,197028.0,1.0,25.26,2022.0
Podgórze Bagrowa,Kraków,3.0,29643.0,50.0361989,20.000282,1150000.0,4.0,86.0,2018.0
Prądnik Czerwony Rakowice Włodkowica,Kraków,0.0,18796.0,50.0746426,19.9827054,480000.0,2.0,49.1,1962.0
Stare Miasto,Kraków,4.0,27451.0,50.0590398,19.937168297928988,777000.0,3.0,60.74,2008.0
Śródmieście,Warszawa,4.0,10936.0,52.2328098,21.019067,1384029.0,3.0,121.47,2012.0
Praga-Południe Grochów Fundamentowa,Warszawa,3.0,17235.0,52.23862379999999,21.0818602,768000.0,3.0,63.1,2011.0
Wilanów,Warszawa,0.0,16884.0,52.1530829,21.110441100000006,1022750.0,3.0,82.0,2006.0
Ursynów Kłobucka Central Park,Warszawa,4.0,12465.0,52.1599734,20.990916185264226,850000.0,3.0,71.0,2015.0
Mokotów ul. Bluszczańska,Warszawa,1.0,15356.0,52.2090378,21.0634473,798098.0,3.0,73.22,2020.0
Podgórze Duchackie Wola Duchacka,Kraków,4.0,27088.0,50.0146222,19.953758,445993.87,2.0,43.91,2021.0
Bemowo,Warszawa,1.0,15331.0,52.2389738,20.913288100000006,600000.0,2.0,59.0,2009.0
Grunwald,Poznań,1.0,3986.0,52.404212,16.882542,507934.0,3.0,71.54,2021.0
Grunwald ul. Bułgarska 59,Poznań,10.0,593.0,52.3958369,16.8627283,535264.8,3.0,73.1,2020.0
Dębniki Ruczaj Obozowa,Kraków,1.0,18940.0,50.0206194,19.9145455,510000.0,3.0,59.8,2010.0
Bronowice,Kraków,0.0,29686.0,50.08332470000001,19.869783648014888,568000.0,3.0,71.92,2022.0
Ochota,Warszawa,0.0,17383.0,52.212225,20.9726299,418000.0,1.0,32.0,1951.0
Wilda Dolna Wilda ul. Stefana Czarnieckiego,Poznań,1.0,163.0,52.3941575,16.9162342,422280.0,1.0,46.0,2022.0
Nowa Huta Czyżyny ul. Woźniców,Kraków,4.0,26101.0,50.0469432,19.99715343583669,586150.0,3.0,61.7,2022.0
Ursus Gierdziejewskiego,Warszawa,1.0,12672.0,52.1993842,20.8787826,478000.0,3.0,61.95,2022.0
Mistrzejowice os. Piastów,Kraków,1.0,19509.0,50.101206899999994,20.017364300393496,699000.0,4.0,72.31,2020.0
Stare Miasto Naramowice,Poznań,1.0,272.0,52.44964889999999,16.9494082,231907.0,1.0,26.81,2022.0
Prądnik Czerwony ul. Zenona Klemensiewicza,Kraków,0.0,26289.0,50.0814925,19.950022600000004,226100.0,1.0,15.74,2021.0
Mistrzejowice ul. Piasta Kołodzieja,Kraków,0.0,23270.0,50.0986433,20.0132206,398320.0,2.0,49.79,2022.0
Mokotów Siekierki ul. Bluszczańska,Warszawa,2.0,10395.0,52.2090378,21.0634473,530000.0,2.0,44.17,2009.0
Krowodrza,Kraków,2.0,19238.0,50.07087985,19.916563118144783,1050000.0,4.0,81.0,1939.0
Śródmieście ul. Solec,Warszawa,3.0,7071.0,52.2337064,21.0281295,2600000.0,4.0,130.0,2017.0
Białołęka ul. Kąty Grodziskie,Warszawa,2.0,12303.0,52.3246245,21.0547602,389649.0,3.0,53.56,2021.0
Wilanów Urodzajna,Warszawa,1.0,6436.0,52.1692344,21.0789978,2800000.0,4.0,178.8,2005.0
Grzegórzki Stanisława Lema,Kraków,1.0,27612.0,50.06772015,19.991549009431782,623000.0,3.0,63.28,2021.0
Nowa Huta Czyżyny ul. Woźniców,Kraków,1.0,26123.0,50.0469432,19.99715343583669,459700.0,2.0,45.97,2022.0
Nowa Huta Czyżyny Nowohucka 46,Kraków,2.0,30105.0,50.0558029,19.9993305,553755.0,3.0,63.65,2022.0
Wola,Warszawa,0.0,14903.0,52.2362379,20.9547815,521367.0,2.0,47.45,2021.0
Białołęka Kobiałka Rossiniego,Warszawa,0.0,6950.0,52.3434224,21.0517575,350000.0,2.0,39.07,2014.0
Śródmieście,Warszawa,3.0,7967.0,52.2328098,21.019067,1390000.0,4.0,101.0,1965.0
Śródmieście,Warszawa,10.0,14034.0,52.2328098,21.019067,624987.0,2.0,44.0,1970.0
Ochota,Warszawa,4.0,11860.0,52.212225,20.9726299,319000.0,1.0,23.0,1967.0
Prądnik Czerwony,Kraków,0.0,29326.0,50.0859419,19.96660060819073,570250.0,4.0,92.03,2020.0
Ursynów Hawajska,Warszawa,7.0,11449.0,52.1502252,21.0408109,539000.0,2.0,49.0,1982.0
Nowe Miasto Malta ul. Katowicka,Poznań,4.0,4865.0,52.39734489999999,16.9619394,689100.0,4.0,91.88,2022.0
Ursynów,Warszawa,2.0,7431.0,52.141039,21.0323214,890000.0,4.0,85.0,1978.0
Wola,Warszawa,2.0,14104.0,52.2362379,20.9547815,450000.0,1.0,42.0,1963.0
Praga-Południe Gocław Tadeusza Rechniewskiego,Warszawa,0.0,11797.0,52.225504,21.103440600000006,460000.0,2.0,46.0,1990.0
Wilda Dolna Wilda ul. Stefana Czarnieckiego,Poznań,5.0,2300.0,52.3941575,16.9162342,737422.2,3.0,73.89,2022.0
Wilanów,Warszawa,0.0,12409.0,52.1530829,21.110441100000006,449000.0,3.0,59.0,2022.0
Praga-Południe ul. Osiecka 57,Warszawa,1.0,15537.0,52.24078885,21.106142157396018,639999.0,3.0,66.16,2020.0
Nowe Miasto Malta ul. Katowicka,Poznań,1.0,5680.0,52.39734489999999,16.9619394,913220.0,6.0,130.46,2022.0
Białołęka Vincenza Belliniego,Warszawa,2.0,11431.0,52.3449263,21.0492064,399000.0,2.0,32.0,2018.0
Zwierzyniec Piotra Borowego,Kraków,2.0,26943.0,50.0469432,19.99715343583669,535000.0,1.0,53.0,2000.0
Stare Miasto Naramowice ul. Karpia,Poznań,3.0,2617.0,52.44491070000001,16.949034899999994,435800.5,4.0,68.63,2020.0
Bieżanów-Prokocim Malachitowa,Kraków,1.0,20865.0,50.0190594,20.0536229,333500.0,3.0,63.0,2022.0
Dębniki Ruczaj Chmieleniec,Kraków,2.0,24965.0,50.0204807,19.8980137,425000.0,2.0,48.4,2006.0
Mistrzejowice ul. Piasta Kołodzieja,Kraków,9.0,18345.0,50.0986433,20.0132206,431910.0,3.0,47.99,2020.0
Nowa Huta Czyżyny ul. Centralna,Kraków,1.0,21823.0,50.0635686,20.0037147,606606.73,4.0,83.1,2022.0
Bemowo ul. Kluczborska,Warszawa,0.0,7656.0,52.2429166,20.922669100000004,660000.0,2.0,58.7,2002.0
Targówek,Warszawa,9.0,17193.0,52.2751918,21.0580854,600000.0,4.0,70.5,1980.0
Podgórze Przewóz Przewóz,Kraków,1.0,20381.0,50.0435196,20.0712999,460000.0,2.0,38.0,2015.0
Śródmieście,Warszawa,2.0,18014.0,52.2328098,21.019067,475000.0,2.0,35.0,1952.0
małopolskie,Kraków,4.0,24043.0,50.0619474,19.9368564,529000.0,3.0,62.45,2021.0
Wola,Warszawa,0.0,12726.0,52.2362379,20.9547815,550000.0,3.0,54.0,1964.0
Stare Miasto Naramowice,Poznań,4.0,990.0,52.44964889999999,16.9494082,295353.0,2.0,38.11,2022.0
Wola,Warszawa,3.0,6571.0,52.2362379,20.9547815,435000.0,2.0,38.0,1977.0
Nowe Miasto Malta,Poznań,1.0,489.0,52.40739345,16.979467067544743,250400.0,1.0,31.3,2021.0
Grzegórzki Stanisława Lema,Kraków,3.0,29788.0,50.06772015,19.991549009431782,844658.0,4.0,78.94,2021.0
Bemowo ul. Drogomilska,Warszawa,0.0,18216.0,52.2302434,20.9137087,575000.0,3.0,67.6,1980.0
Białołęka Belliniego,Warszawa,1.0,12065.0,52.3449263,21.0492064,375000.0,2.0,37.0,2017.0
Praga-Północ ul. Grajewska,Warszawa,3.0,9961.0,52.2607383,21.0600114,800000.0,3.0,74.0,1927.0
Śródmieście Zygmunta Słomińskiego,Warszawa,0.0,15939.0,52.25477,20.985194600000003,709302.0,3.0,62.74,2021.0
Grunwald Górczyn ul. Ceglana,Poznań,1.0,3522.0,52.3709933,16.863145899999996,679432.0,3.0,65.33,2020.0
Nowe Miasto Rataje,Poznań,3.0,1271.0,52.3901295,16.9535909,309000.0,2.0,36.4,2021.0
Mistrzejowice os. Mistrzejowice,Kraków,8.0,20918.0,50.09497745,19.996209027640845,576000.0,4.0,71.59,1991.0
Jeżyce Stanisława Szczepanowskiego,Poznań,0.0,2902.0,52.4188529,16.8976818,402324.0,2.0,52.33,2021.0
Dębniki Kliny-Zacisze,Kraków,2.0,20288.0,50.00969645000001,19.905901803626172,630000.0,3.0,64.0,2020.0
Prądnik Biały Stefana Banacha,Kraków,4.0,24532.0,50.1015333,19.9640995,968502.0,5.0,104.14,2020.0
Grzegórzki Topolowa,Kraków,1.0,27641.0,50.0663586,19.9566114,1100000.0,3.0,79.0,1920.0
Praga-Południe ul. Wojciecha Chrzanowskiego,Warszawa,0.0,10069.0,52.252529,21.0762713,525000.0,2.0,44.26,2016.0
Targówek,Warszawa,4.0,7268.0,52.2751918,21.0580854,352500.0,2.0,37.5,1968.0
Praga-Południe ul. Mińska 25c,Warszawa,2.0,9521.0,52.2498237,21.0589502,375000.0,1.0,25.0,2014.0
Prądnik Biały Zielińska,Kraków,0.0,20074.0,50.0960701,19.9318655,442000.0,3.0,48.0,1980.0
Mokotów ul. Augustówka,Warszawa,2.0,17803.0,52.18626545,21.072322474777074,325000.0,1.0,29.0,2003.0
Nowa Huta Os. Słoneczne,Kraków,1.0,21647.0,50.0771546,20.039394100000006,255000.0,1.0,20.37,1970.0
Podgórze Zabłocie,Kraków,4.0,26856.0,50.0478769,19.961368688357496,429000.0,2.0,34.73,2021.0
Mistrzejowice Piasta Kołodzieja,Kraków,3.0,27560.0,50.0986433,20.0132206,635000.0,3.0,63.51,2020.0
Podgórze Duchackie Wola Duchacka,Kraków,5.0,27087.0,50.0146222,19.953758,430636.8,2.0,40.78,2021.0
Śródmieście Śródmieście Północne ul. Świętokrzyska 16,Warszawa,5.0,11313.0,52.2353714,21.010572600000003,1410500.0,4.0,92.0,1950.0
Wesoła Stara Miłosna,Warszawa,0.0,10274.0,52.224792,21.2251737,432000.0,2.0,38.0,2018.0
Wawer Radość,Warszawa,0.0,11441.0,52.18572279999999,21.1871497,1000000.0,5.0,154.0,2012.0
Praga-Północ Jagiellońska,Warszawa,4.0,6640.0,52.2512338,21.0349704,429000.0,2.0,39.0,1985.0
Jeżyce Podolany Strzeszyńska,Poznań,3.0,2585.0,52.4536483,16.8849986,489000.0,3.0,63.0,2012.0
Śródmieście ul. Grzybowska,Warszawa,10.0,8119.0,52.2357458,20.993720703559504,550000.0,2.0,38.8,1968.0
Wola Moczydło,Warszawa,1.0,11053.0,52.23411350000001,20.95388295432552,585000.0,3.0,54.0,1960.0
Jeżyce Winiary Piątkowska,Poznań,3.0,2101.0,52.4006632,16.919732591780882,479118.0,3.0,56.7,2021.0
Mistrzejowice ul. Piasta Kołodzieja,Kraków,4.0,23357.0,50.0986433,20.0132206,478629.0,3.0,59.09,2022.0
Dębniki Kliny-Zacisze bpa. A. Małysiaka,Kraków,3.0,29801.0,49.9988318,19.8938784,456987.0,3.0,66.23,2021.0
Podgórze Józefińska,Kraków,2.0,20831.0,50.0456768,19.9530885,780000.0,3.0,57.0,1900.0
Mokotów Stegny Marsylska,Warszawa,8.0,9718.0,52.1755894,21.0513959,783900.0,4.0,67.0,1975.0
Śródmieście,Warszawa,1.0,15240.0,52.2328098,21.019067,2750000.0,5.0,169.4,1930.0
Nowe Miasto Malta ul. Katowicka,Poznań,5.0,4757.0,52.39734489999999,16.9619394,308750.0,2.0,32.5,2022.0
Krowodrza Świętokrzyska,Kraków,4.0,28586.0,50.07562685,19.9287277539394,889497.0,3.0,66.42,2020.0
Mokotów,Warszawa,5.0,16627.0,52.19398740000001,21.0457809,530000.0,3.0,57.6,1970.0
Mistrzejowice Piasta Kołodzieja,Kraków,0.0,22194.0,50.0986433,20.0132206,512694.0,4.0,65.73,2020.0
Prądnik Biały,Kraków,10.0,20001.0,50.1035684,19.953603106301202,390000.0,3.0,45.5,1983.0
Bielany Chomiczówka,Warszawa,10.0,8816.0,52.2774333,20.90687508296601,520000.0,3.0,64.0,1976.0
Bronowice Bronowicka,Kraków,5.0,20271.0,50.0778251,19.900680986965753,480000.0,3.0,45.0,1974.0
Mokotów,Warszawa,4.0,8175.0,52.19398740000001,21.0457809,539000.0,3.0,48.49,1968.0
Zwierzyniec Bielany ul. Księcia Józefa,Kraków,0.0,22024.0,50.0462733,19.8721668,458000.0,2.0,51.48,2021.0
Nowe Miasto Malta ul. Katowicka,Poznań,2.0,5764.0,52.39734489999999,16.9619394,666130.0,4.0,91.88,2022.0
Bielany ul. Klaudyny,Warszawa,10.0,12512.0,52.28298710000001,20.973798151710078,650000.0,3.0,60.0,1980.0
Stare Miasto Piątkowo ul. Teofila Mateckiego,Poznań,1.0,3747.0,52.4611954,16.8977153,412148.0,3.0,54.23,2022.0
Dębniki,Kraków,0.0,27123.0,50.0518611,19.9270367,921548.0,3.0,51.2,2019.0
Wzgórza Krzesławickie ul.Gustawa Morcinka,Kraków,1.0,26641.0,50.1047809,20.0362743,270013.0,2.0,38.03,2022.0
Stare Miasto Wilczak Wilczak 16 A,Poznań,0.0,6168.0,52.4300916,16.9514725830321,278308.0,1.0,33.94,2020.0
Ochota,Warszawa,0.0,17184.0,52.212225,20.9726299,1150000.0,4.0,90.0,2002.0
Śródmieście,Warszawa,2.0,8636.0,52.2328098,21.019067,475500.0,1.0,35.0,1953.0
Prądnik Biały Górka Narodowa Stefana Banacha,Kraków,3.0,24338.0,50.1015333,19.9640995,399000.0,2.0,40.71,2021.0
Grzegórzki Kazimierza Kordylewskiego,Kraków,2.0,28570.0,50.0603359,19.9623163,629000.0,2.0,47.13,2009.0
Nowe Miasto Malta abpa Walentego Dymka,Poznań,0.0,1240.0,52.3938613,16.9910647,264208.0,1.0,26.96,2020.0
Żoliborz,Warszawa,2.0,9422.0,52.26759439999999,20.9796975,1041456.0,3.0,66.76,2014.0
Grzegórzki al. Pokoju,Kraków,2.0,22062.0,50.0589305,19.9762323,660000.0,3.0,70.0,1965.0
Śródmieście Emilii Plater,Warszawa,3.0,11060.0,52.2268815,21.005221879494137,1390000.0,4.0,101.0,1965.0
Mokotów Wyględów,Warszawa,7.0,9719.0,52.19513205,20.99645278184385,404000.0,1.0,29.6,1973.0
Wilda Dębiec,Poznań,2.0,4236.0,52.3711081,16.916370699999998,196000.0,1.0,22.24,1983.0
Prądnik Czerwony ul. Zenona Klemensiewicza,Kraków,0.0,29282.0,50.0814925,19.950022600000004,225803.0,1.0,15.38,2021.0
Bronowice Stańczyka,Kraków,8.0,21372.0,50.0788285,19.8942504,475000.0,2.0,40.88,2021.0
Praga-Południe,Warszawa,1.0,9384.0,52.2373961,21.0712578,1160000.0,3.0,78.0,2010.0
Bielany ul. Marymoncka,Warszawa,7.0,6333.0,52.30015375,20.944642256299133,325000.0,1.0,27.0,1969.0
Śródmieście Powiśle Juliana Smulikowskiego,Warszawa,3.0,15895.0,52.2375043,21.0315428,2974800.0,4.0,123.95,2020.0
Nowa Huta Czyżyny Kamionka,Kraków,0.0,20855.0,50.0647613,20.0099164,375700.0,2.0,44.0,2022.0
Bemowo,Warszawa,0.0,8186.0,52.2389738,20.913288100000006,2150000.0,4.0,135.16,2007.0
Mokotów Katalońska,Warszawa,9.0,11895.0,52.1750539,21.0535694,329000.0,1.0,31.0,1979.0
Grunwald Ławica Bułgarska,Poznań,4.0,2505.0,52.4041619,16.8668109,354123.0,3.0,48.51,1962.0
Zwierzyniec Królowej Jadwigi,Kraków,2.0,29598.0,50.0550023,19.908853,915000.0,4.0,92.0,2019.0
Stare Miasto Bonerowska,Kraków,4.0,28121.0,50.059063,19.9457319,490000.0,2.0,41.5,1910.0
Wilanów Adama Branickiego,Warszawa,2.0,6842.0,52.154572,21.0706211,659000.0,2.0,60.08,2010.0
Bielany,Warszawa,5.0,16189.0,52.2776126,20.9472054,640000.0,3.0,58.0,2008.0
Praga-Południe,Warszawa,3.0,12291.0,52.2373961,21.0712578,1047750.0,4.0,95.25,2021.0
Dębniki Rzemieślnicza,Kraków,6.0,23934.0,50.0469432,19.99715343583669,599000.0,2.0,44.39,2021.0
Ursus Dzieci Warszawy,Warszawa,0.0,11091.0,52.1906514,20.9125341,569000.0,3.0,70.0,2009.0
Krowodrza Łobzów Wrocławska,Kraków,4.0,28210.0,50.0782971,19.9236467,335000.0,1.0,29.45,1930.0
Mokotów Przestronne. Sypialnia aż 14m2. Atrakcyjny system płatności>>,Warszawa,2.0,15171.0,52.2319581,21.0067249,539960.0,2.0,48.4,2022.0
Ochota ul. Budki Szczęśliwickie,Warszawa,0.0,7134.0,52.2319581,21.0067249,799000.0,3.0,66.66,2020.0
Krowodrza Adama Vetulaniego,Kraków,0.0,22511.0,50.0947269,19.9247728,280000.0,1.0,25.51,2021.0
Nowa Huta Czyżyny,Kraków,1.0,22255.0,50.0816349,20.016490706002106,358000.0,1.0,34.0,2015.0
Ursynów ul. Jana Cybisa 6,Warszawa,3.0,7749.0,52.1552102,21.0225675,639000.0,4.0,80.24,1988.0
Grzegórzki Aleja Pokoju,Kraków,3.0,28515.0,50.0589305,19.9762323,495000.0,3.0,50.0,1968.0
Mokotów Sadyba Jana III Sobieskiego,Warszawa,1.0,10900.0,52.21741710000001,21.0354469,514350.0,2.0,38.1,1973.0
Krowodrza Krowoderskich Zuchów,Kraków,3.0,26253.0,50.08492885,19.931430599115654,599000.0,4.0,64.0,1970.0
Podgórze Stanisława Mitery,Kraków,3.0,28574.0,50.0387673,19.9403193,435000.0,2.0,52.67,1952.0
Łagiewniki-Borek Fałęcki ul. Żywiecka,Kraków,3.0,20720.0,50.014117,19.9179187,647000.0,3.0,67.0,2020.0
Bieńczyce Osiedle Jagiellońskie,Kraków,0.0,23820.0,50.06165525,19.93365859224709,360000.0,2.0,43.0,1970.0
Stare Miasto Centrum ul. Mieczysława Niedziałkowskiego,Poznań,0.0,3752.0,52.3993455,16.924607199999997,707200.0,4.0,83.2,2020.0
Białołęka Tarchomin ul. Odkryta,Warszawa,4.0,9423.0,52.32753510000001,20.93668,460000.0,2.0,49.0,2005.0
Ursynów Natolin,Warszawa,7.0,7137.0,52.1402821,21.0563452,729000.0,3.0,58.0,2006.0
